scenario,sample_id,seed,dof,horizon,max_iterations,x0,x_target
"leap_hand",10,348841072,16,50,25,"0.71071204887783135 0.31411698610935623 -0.29367523124886519 -0.044071570844614216 -0.5371517624510227 -0.009748011918447097 0.49049157505802943 -0.39859174570386513 -0.37224453704531085 0.21217928234801842 -0.090694357747176824 -0.63671135745493657 0.60005978919518776 -0.46607349474087933 0.2652381894744924 -0.61822085836112661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.63976696756987428 -0.74820014264956924 0.72636410339252633 0.037086042231312843 -0.60344640508808278 0.41044210523550806 0.64412750219161774 0.7268587078158435 -0.25363767098103779 0.581578161607893 0.36458485765450077 0.61038568493102097 -0.10910603282006437 0.04851650764944937 -0.22737655862326156 -0.20770626052202878 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",11,348841072,16,50,25,"0.068990445387214439 0.37007486112979548 -0.42051301282403375 0.30843670797075617 0.55375950960458864 0.41955870215499758 0.72976651855114216 -0.4849305216818447 -0.34524259840515303 0.18946708463551265 -0.320105020642868 -0.54544453007315963 -0.68142107233721405 -0.71997951144986971 -0.2410272073550922 0.10317052489471312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.57058956435646424 -0.22676044466239309 -0.34507730119319896 -0.57833703227160282 -0.72566310595301609 0.36425419440532769 -0.67156242836185087 -0.060029325676474565 0.20432815539338789 0.24015299050335304 0.099309494425452005 0.35562019791074073 -0.56065891116419442 -0.13621383666658793 0.24671162959826565 -0.33569728029597984 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",12,348841072,16,50,25,"0.61570389157932337 0.11799595330950763 0.48655717296275514 -0.20727522784632491 -0.13483676950768086 -0.10756247922354123 0.20262340447364846 0.33619167673784034 0.0015930000681479983 -0.037387661232633151 0.230482866184747 -0.30157004232531537 0.67579483835339871 0.074618754760042427 0.020767887772786819 -0.27885674834725871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.67696020616821384 -0.65369153652080436 -0.44362808391839248 -0.12557959474801972 -0.17779857106717867 0.072240698118553937 0.18865739288774519 0.31858023332509844 0.38576986925269718 0.72425586683849175 -0.46474915172381742 -0.36112166193733258 -0.61054341975837489 0.5276996216898866 0.5074754921296698 -0.33891594173915857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",13,348841072,16,50,25,"-0.23442228093710438 -0.72465646913300019 -0.64972780375006534 0.37240487842129943 0.54851639369238958 0.63646062441042073 0.67507991880705731 0.19653939012762578 0.45993453278815166 0.066784103781069692 -0.51469114947417682 0.61388736158620794 -0.66265819073707266 -0.20364343892161163 0.64407835612302899 -0.71822369096740057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0.55907041438206551 -0.35030038392199059 -0.47603697878741053 0.085545225283100712 -0.26224028124167087 -0.56074549712280553 -0.66846428541967495 0.23971298363010796 -0.46668618467380402 -0.45514693381461213 0.37138086189431085 -0.56636557176255609 -0.35445404999658114 -0.045298012391018827 -0.065277846302188691 -0.65093500484127631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",14,348841072,16,50,25,"-0.47184333605374651 0.43684062704865512 -0.63138087753566396 -0.12069426382957604 0.63866904595657448 -0.19513609087591743 -0.41116546192375814 0.61243800204498289 -0.12813982276683955 0.48044361818563219 0.56991508253403311 0.12670197999551591 -0.33503625146939309 0.21652281390841366 -0.58262952200638818 0.045174358082540333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.45807474768350442 -0.71237142816718169 0.32387463183546994 -0.71575694383422672 0.55567016352042709 -0.40088960788078143 -0.24032738563873668 -0.74119541384833265 -0.31892742182116984 0.27928024301133347 -0.48413361740849903 0.089998789785119437 -0.098032924495324858 -0.19353857431997912 0.23606810429304104 0.5648542743619247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",15,348841072,16,50,25,"-0.30919435863059475 -0.50975532703131887 0.63015859555175169 0.21650689012952129 0.32659690172080857 -0.58984230065742593 -0.5966468097062062 0.17087192430526188 0.3849035736211226 -0.038688285090336727 -0.65017967152719525 0.71023519816505054 -0.020013056286181774 0.58812409537477617 0.38649221623648589 0.048916732933531826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0.27375919204006349 0.41507699904087914 0.10939281516745503 -0.26046346503010642 -0.33625519147703697 -0.66931043184727235 0.28364270869152763 0.62387126337320176 0.20772485309756616 0.46537003146474043 -0.70690038668177746 -0.50995244814817942 -0.73562747850360477 0.36406935409875141 -0.60250538180335089 -0.30109163318808202 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",16,348841072,16,50,25,"-0.53939388499464669 -0.28977457314936927 -0.39170304735205064 -0.45294811733098933 -0.37588351355823757 0.66387569624826881 -0.36472500198677771 0.69551750724431782 0.66261707877821441 0.50818342284701412 -0.123260009739662 0.17581680946325962 -0.57865254315772252 -0.29525174672740684 0.42707363308921842 0.12140247837495821 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.088067813709780229 -0.39270166028308856 0.71163282910723558 -0.68583133354741588 0.67545269032095767 0.18006950862059512 0.028250399549175964 -0.39185289171395504 -0.59464976828006444 -0.66190053661581438 -0.33747860130208368 0.19499237906442835 0.73196949632994257 0.36275283949739956 0.71784688414401443 0.25697400672052462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",17,348841072,16,50,25,"-0.10666343274255319 0.10523742847607487 0.6379730034702451 0.6991367302684055 -0.41284690190291756 -0.11407374643508317 0.26173272222928046 0.40581187755751658 0.03788980833204092 -0.054144344927769428 -0.67604684179703345 -0.23568457838870627 -0.2247286136203055 0.44920727863125598 -0.6488412285632873 -0.64398933491561705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.33044877170770726 -0.26575671335534878 -0.16416652215014349 -0.084189835857059969 -0.11007172634567131 0.41537045532352201 -0.62614911853211153 0.44254384802231028 0.14229327292125593 0.065358900431014444 0.072274092424208014 0.35021727354324339 -0.65844441873299353 -0.65576301393772252 -0.0014827084869429852 0.33055923377509999 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",18,348841072,16,50,25,"0.33211078385676562 -0.4035270887233966 0.22498235677166845 0.035864805194100069 -0.45255908953221752 -0.65181114800732631 -0.015243879396295013 -0.057813281821361917 -0.68271022557677841 0.58952283481237511 -0.43084066012247818 0.45300521471326127 -0.26061325668610957 0.15171261741306896 0.21289949723734392 0.28413383343084297 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","-0.44944238062809788 0.40879385408043523 -0.0052608233441018282 0.23196970015988927 -0.48394659673359192 0.28262423025207184 -0.12133912538904557 -0.42490313425249721 0.62868609436195877 0.48835577653135331 0.62417206800002578 -0.73573485777620384 0.57345910501197017 0.20649153876952164 0.42572015178683897 -0.73920693289158512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
"leap_hand",19,348841072,16,50,25,"0.22331848508628549 -0.46529923176797683 0.49802810313583379 -0.55923967652110906 0.45065497982486957 -0.05732222196933523 -0.25976869052898577 0.13630089642780596 -0.34700167988209629 0.41217431363285884 0.50869067570890647 -0.094160592684568334 -0.20114271714151521 0.50221300435972749 -0.22753526019161963 0.57858386896194602 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0","0.19128005201837617 -0.55941012507817978 0.31556746388879242 0.45573132647859182 -0.28895907769962226 0.28867680873246204 -0.5892150736947146 -0.3697569386511308 0.38678735292452426 -0.47486863092627474 -0.54090137705019026 -0.54115467240706328 -0.6068354196295056 0.56401916766199234 0.30257884282040282 0.54393844150855819 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0"
